order_id,order_item_id,product_id,seller_id,price,freight_value
ORD0000020,1,PROD00063,SELL00149,148.13,52.8
ORD0000021,1,PROD00262,SELL00056,821.24,9.61
ORD0000021,2,PROD00159,SELL00010,35.64,46.06
ORD0000022,1,PROD00291,SELL00144,817.9,13.17
ORD0000023,1,PROD00132,SELL00128,767.7,25.9
ORD0000023,2,PROD00274,SELL00026,446.79,35.46
ORD0000024,1,PROD00036,SELL00087,806.91,55.56
ORD0000025,1,PROD00015,SELL00090,155.56,28.54
ORD0000026,1,PROD00112,SELL00094,66.52,12.95
ORD0000027,1,PROD00112,SELL00063,445.12,50.89
ORD0000028,1,PROD00240,SELL00066,480.65,33.12
ORD0000029,1,PROD00295,SELL00094,749.01,6.19
ORD0000030,1,PROD97771,SELL00145,382.64,26.07
ORD0000031,1,PROD00027,SELL00032,678.02,53.17
ORD0000031,2,PROD00118,SELL00005,556.26,37.14
ORD0000031,3,PROD00137,SELL00018,126.48,11.06
ORD0000032,1,PROD00002,SELL00050,270.41,32.14
ORD0000032,2,PROD00003,SELL00088,875.39,44.77
ORD0000033,1,PROD00266,SELL00013,418.37,16.2
ORD0000033,2,PROD00047,SELL00142,615.66,57.08
ORD0000033,3,PROD00124,SELL00039,627.04,55.96
ORD0000034,1,PROD00202,SELL00113,20.36,15.84
ORD0000035,1,PROD00266,SELL00001,110.31,59.36
ORD0000035,2,PROD00013,SELL00012,803.19,44.6
ORD0000036,1,PROD00198,SELL00139,191.05,59.61
ORD0000037,1,PROD00195,SELL00130,157.98,58.75
ORD0000037,2,PROD00043,SELL00097,17.67,23.46
ORD0000037,3,PROD00146,SELL00034,31.28,59.2
ORD0000038,1,PROD00026,SELL00048,139.46,39.19
ORD0000039,1,PROD00110,SELL00000,78.83,54.44
ORD0000040,1,PROD00271,SELL00015,491.3,7.68
ORD0000041,1,PROD00018,SELL00017,64.41,8.38
ORD0000041,2,PROD00197,SELL00087,77.4,16.75
ORD0000042,1,PROD00140,SELL00055,434.71,30.19
ORD0000043,1,PROD00006,SELL00103,469.42,22.48
ORD0000044,1,PROD00230,SELL00009,91.08,55.99
ORD0000045,1,PROD00052,SELL00134,627.48,40.52
ORD0000045,2,PROD00223,SELL00093,469.1,26.41
ORD0000045,3,PROD00216,SELL00145,518.34,50.46
ORD0000046,1,PROD00266,SELL00050,152.15,8.61
ORD0000047,1,PROD00170,SELL00137,194.47,15.43
ORD0000047,2,PROD00178,SELL00112,637.87,35.0
ORD0000048,1,PROD00296,SELL00130,155.05,13.76
ORD0000048,2,PROD00239,SELL00123,308.18,7.38
ORD0000048,3,PROD00137,SELL00109,497.67,38.26
ORD0000048,4,PROD00103,SELL99444,313.37,13.67
ORD0000049,1,PROD00220,SELL00056,236.89,8.83
ORD0000050,1,PROD00163,SELL00132,339.75,21.49
ORD0000050,2,PROD00278,SELL00048,847.73,5.42
ORD0000051,1,PROD00004,SELL00057,504.36,44.33
ORD0000051,2,PROD00243,SELL00029,117.47,46.8
ORD0000051,3,PROD00246,SELL00099,186.49,47.91
ORD0000051,4,PROD00042,SELL00012,746.18,44.4
ORD0000052,1,PROD00250,SELL00013,320.33,41.23
ORD0000053,1,PROD00240,SELL00109,841.76,42.28
ORD0000053,2,PROD00192,SELL00111,321.28,26.93
ORD0000054,1,PROD00193,SELL00060,183.25,47.84
ORD0000055,1,PROD00082,SELL00072,850.93,59.25
ORD0000055,2,PROD00100,SELL00051,861.8,15.03
ORD0000056,1,PROD00124,SELL00003,418.1,24.9
ORD0000056,2,PROD00215,SELL00029,307.67,48.37
ORD0000057,1,PROD00019,SELL00024,48.93,26.83
ORD0000058,1,PROD99256,SELL00102,320.2,36.45
ORD0000059,1,PROD00172,SELL00142,827.38,16.18
ORD0000060,1,PROD00183,SELL00022,544.01,10.93
ORD0000061,1,PROD00129,SELL00129,832.37,59.17
ORD0000062,1,PROD00079,SELL00053,91.44,59.72
ORD0000063,1,PROD00216,SELL00132,136.27,26.61
ORD0000064,1,PROD00085,SELL00127,606.03,20.96
ORD0000064,2,PROD00072,SELL00100,600.92,9.75
ORD0000064,3,PROD00008,SELL00006,507.84,23.59
ORD0000065,1,PROD00205,SELL00051,659.27,53.35
ORD0000066,1,PROD00215,SELL00055,349.34,44.2
ORD0000067,1,PROD91953,SELL00009,534.41,33.95
ORD0000068,1,PROD00266,SELL00000,730.39,22.03
ORD0000069,1,PROD00118,SELL00071,67.28,34.91
ORD0000069,2,PROD00025,SELL00058,53.84,19.44
ORD0000069,3,PROD00217,SELL00106,360.48,34.36
ORD0000069,4,PROD00042,SELL00035,610.1,28.6
ORD0000070,1,PROD00292,SELL00117,805.68,58.98
ORD0000070,2,PROD00177,SELL00056,75.45,50.55
ORD0000070,3,PROD00178,SELL00054,-19.36,45.79
ORD0000071,1,PROD00229,SELL00074,880.97,10.21
ORD0000072,1,PROD00216,SELL00121,898.74,45.34
ORD0000073,1,PROD00207,SELL00109,436.15,52.67
ORD0000074,1,PROD00064,SELL00138,731.24,16.92
ORD0000075,1,PROD00183,SELL00101,792.3,48.03
ORD0000076,1,PROD00081,SELL00110,397.03,33.31
ORD0000076,2,PROD94190,SELL00101,86.11,26.73
ORD0000076,3,PROD00281,SELL00137,870.94,5.04
ORD0000076,4,PROD00162,SELL00027,130.57,23.78
ORD0000077,1,PROD00253,SELL00006,498.55,15.34
ORD0000078,1,PROD00162,SELL00018,827.33,56.77
ORD0000078,2,PROD00055,SELL00099,303.3,35.33
ORD0000078,3,PROD00071,SELL00090,781.89,24.3
ORD0000078,4,PROD00041,SELL00078,477.67,7.17
ORD0000079,1,PROD00094,SELL00046,475.24,29.6
ORD0000080,1,PROD00025,SELL00004,698.71,37.43
ORD0000081,1,PROD00174,SELL00016,582.83,26.53
ORD0000082,1,PROD00011,SELL00088,142.72,14.96
ORD0000083,1,PROD00060,SELL00004,352.05,53.75
ORD0000084,1,PROD00010,SELL00066,708.99,54.76
ORD0000084,2,PROD00132,SELL00146,411.5,18.16
ORD0000084,3,PROD00147,SELL00083,450.29,48.0
ORD0000084,4,PROD00141,SELL00094,812.05,42.31
ORD0000085,1,PROD00277,SELL00053,331.98,21.72
ORD0000086,1,PROD00033,SELL00109,807.63,58.64
ORD0000087,1,PROD00263,SELL00068,460.84,48.26
ORD0000088,1,PROD00180,SELL00109,570.58,52.01
ORD0000088,2,PROD00200,SELL00132,288.64,13.48
ORD0000088,3,PROD00242,SELL00120,13.97,32.93
ORD0000089,1,PROD00209,SELL00143,204.31,50.6
ORD0000090,1,PROD00220,SELL00086,781.1,6.74
ORD0000091,1,PROD00030,SELL00008,540.23,34.26
ORD0000091,2,PROD00004,SELL00050,259.42,55.48
ORD0000092,1,PROD00239,SELL00125,817.12,51.45
ORD0000092,2,PROD00176,SELL00001,225.0,55.9
ORD0000093,1,PROD00179,SELL00009,612.06,42.9
ORD0000094,1,PROD00094,SELL00024,287.27,23.89
ORD0000095,1,PROD00135,SELL00059,743.58,46.28
ORD0000096,1,PROD00040,SELL00025,109.29,18.15
ORD0000096,2,PROD00085,SELL00047,797.48,49.94
ORD0000096,3,PROD00194,SELL00088,108.7,7.81
ORD0000097,1,PROD00179,SELL00087,859.46,19.27
ORD0000098,1,PROD00041,SELL00082,93.35,31.22
ORD0000098,2,PROD00183,SELL00056,622.79,43.42
ORD0000098,3,PROD00242,SELL00027,379.9,15.99
ORD0000098,4,PROD00071,SELL00081,749.01,25.6
ORD0000099,1,PROD00085,SELL00065,795.74,14.56
ORD0000099,2,PROD00269,SELL00113,359.01,5.78
ORD0000100,1,PROD00042,SELL00110,223.94,48.46
ORD0000101,1,PROD00037,SELL00126,847.41,22.09
ORD0000101,2,PROD00276,SELL00032,823.7,43.71
ORD0000102,1,PROD00088,SELL00055,259.45,17.6
ORD0000103,1,PROD00019,SELL00088,766.59,9.97
ORD0000103,2,PROD00074,SELL00062,366.56,25.14
ORD0000103,3,PROD00089,SELL00060,105.19,19.04
ORD0000104,1,PROD00238,SELL00016,107.98,23.22
ORD0000104,2,PROD00132,SELL00021,473.89,43.9
ORD0000105,1,PROD00190,SELL00021,798.97,42.71
ORD0000106,1,PROD00247,SELL00027,295.32,27.44
ORD0000106,2,PROD00239,SELL00099,813.79,57.8
ORD0000107,1,PROD00082,SELL00109,135.62,38.79
ORD0000107,2,PROD00250,SELL00039,149.39,37.65
ORD0000107,3,PROD00038,SELL00113,203.77,30.33
ORD0000108,1,PROD00070,SELL00115,443.62,29.31
ORD0000109,1,PROD00041,SELL00050,60.17,20.08
ORD0000109,2,PROD00090,SELL97181,670.64,33.64
ORD0000109,3,PROD00017,SELL00079,577.68,53.43
ORD0000110,1,PROD00203,SELL00012,252.16,38.25
ORD0000111,1,PROD00235,SELL00076,566.54,34.51
ORD0000112,1,PROD00258,SELL00019,800.81,50.66
ORD0000113,1,PROD00160,SELL00062,259.83,8.31
ORD0000114,1,PROD94850,SELL00140,160.36,48.79
ORD0000115,1,PROD00039,SELL00099,475.34,44.8
ORD0000115,2,PROD00004,SELL00144,612.2,42.41
ORD0000116,1,PROD00194,SELL00119,676.59,37.59
ORD0000116,2,PROD00246,SELL00010,30.49,12.12
ORD0000117,1,PROD00242,SELL00116,111.48,18.28
ORD0000117,2,PROD00014,SELL00136,755.68,22.64
ORD0000118,1,PROD00041,SELL00149,680.49,39.22
ORD0000119,1,PROD00186,SELL00120,136.07,26.75
ORD0000120,1,PROD00232,SELL00020,220.23,29.54
ORD0000120,2,PROD00256,SELL00036,763.25,18.23
ORD0000120,3,PROD00205,SELL00097,831.96,29.23
ORD0000121,1,PROD00106,SELL00050,494.48,51.86
ORD0000122,1,PROD00084,SELL00055,621.68,56.02
ORD0000123,1,PROD00035,SELL00100,798.21,14.67
ORD0000124,1,PROD92809,SELL00117,380.23,10.32
ORD0000124,2,PROD00052,SELL00075,465.01,11.2
ORD0000125,1,PROD00212,SELL00006,759.03,26.36
ORD0000126,1,PROD00261,SELL00005,202.54,35.32
ORD0000126,2,PROD00014,SELL00056,442.82,38.18
ORD0000126,3,PROD00116,SELL00020,691.2,36.72
ORD0000126,4,PROD00058,SELL00042,439.37,8.17
ORD0000127,1,PROD00135,SELL00037,525.22,9.51
ORD0000128,1,PROD00245,SELL00049,28.08,34.51
ORD0000129,1,PROD00205,SELL00122,307.75,29.65
ORD0000129,2,PROD00266,SELL00147,434.49,20.67
ORD0000130,1,PROD00082,SELL00034,104.65,11.83
ORD0000130,2,PROD00171,SELL00091,469.84,10.22
ORD0000131,1,PROD00004,SELL00126,197.92,49.04
ORD0000131,2,PROD00160,SELL00062,94.19,27.44
ORD0000132,1,PROD00187,SELL00114,737.9,45.97
ORD0000133,1,PROD00210,SELL00143,461.23,9.88
ORD0000134,1,PROD00297,SELL00013,358.75,58.79
ORD0000135,1,PROD00006,SELL00109,891.99,24.14
ORD0000136,1,PROD00113,SELL00049,385.12,11.63
ORD0000136,2,PROD00269,SELL00148,42.5,51.63
ORD0000137,1,PROD00243,SELL00091,677.16,25.44
ORD0000137,2,PROD00174,SELL00060,615.17,55.44
ORD0000138,1,PROD00142,SELL00055,547.24,13.48
ORD0000138,2,PROD00175,SELL00069,71.97,38.01
ORD0000138,3,PROD00034,SELL00065,750.44,52.72
ORD0000139,1,PROD00093,SELL00103,731.78,11.68
ORD0000139,2,PROD00133,SELL00025,743.98,44.78
ORD0000139,3,PROD00048,SELL00055,-11.41,38.17
ORD0000140,1,PROD00172,SELL00011,588.94,28.58
ORD0000141,1,PROD00275,SELL00071,823.95,6.77
ORD0000142,1,PROD00055,SELL00048,302.37,57.01
ORD0000142,2,PROD00260,SELL00052,201.96,39.19
ORD0000143,1,PROD00069,SELL00057,638.79,58.6
ORD0000144,1,PROD00087,SELL00069,93.61,38.92
ORD0000145,1,PROD00031,SELL00062,174.4,17.91
ORD0000145,2,PROD00048,SELL00025,587.34,22.05
ORD0000145,3,PROD00283,SELL00069,148.12,59.19
ORD0000146,1,PROD00188,SELL96040,400.8,24.31
ORD0000146,2,PROD00263,SELL00016,881.99,27.91
ORD0000147,1,PROD00052,SELL00089,181.14,34.65
ORD0000147,2,PROD00239,SELL00079,749.33,12.38
ORD0000148,1,PROD00028,SELL00045,353.03,9.19
ORD0000148,2,PROD00013,SELL00081,351.06,38.91
ORD0000148,3,PROD00089,SELL00044,225.16,26.02
ORD0000148,4,PROD00216,SELL00042,517.06,17.86
ORD0000149,1,PROD00033,SELL00138,706.27,15.55
ORD0000150,1,PROD00156,SELL00038,271.61,25.82
ORD0000150,2,PROD00096,SELL00048,189.3,21.49
ORD0000150,3,PROD00121,SELL00120,340.03,56.65
ORD0000151,1,PROD00130,SELL00129,396.75,49.46
ORD0000152,1,PROD00287,SELL00034,503.39,23.89
ORD0000153,1,PROD00011,SELL00088,155.05,46.75
ORD0000154,1,PROD00191,SELL00122,760.64,52.61
ORD0000154,2,PROD00216,SELL00053,297.12,10.29
ORD0000154,3,PROD00022,SELL00031,-11.9,33.77
ORD0000155,1,PROD00069,SELL00116,198.82,20.11
ORD0000155,2,PROD00205,SELL00132,866.86,28.63
ORD0000156,1,PROD00008,SELL00027,417.14,51.93
ORD0000156,2,PROD00221,SELL00021,763.09,39.17
ORD0000157,1,PROD00110,SELL00066,718.44,57.31
ORD0000158,1,PROD00245,SELL00107,394.5,22.92
ORD0000159,1,PROD00216,SELL00024,351.98,41.42
ORD0000160,1,PROD00104,SELL00053,872.89,25.24
ORD0000160,2,PROD00294,SELL00004,795.72,59.57
ORD0000160,3,PROD00008,SELL00104,373.49,43.91
ORD0000161,1,PROD00023,SELL00067,812.0,48.75
ORD0000162,1,PROD00085,SELL00114,120.59,57.74
ORD0000163,1,PROD00123,SELL00125,390.67,14.48
ORD0000164,1,PROD00036,SELL00063,470.3,20.81
ORD0000164,2,PROD00286,SELL00098,184.22,33.17
ORD0000164,3,PROD00043,SELL00020,766.54,12.77
ORD0000165,1,PROD00106,SELL95816,581.9,32.7
ORD0000166,1,PROD00250,SELL00134,344.58,31.12
ORD0000166,2,PROD00212,SELL00049,675.05,16.86
ORD0000166,3,PROD00132,SELL00096,674.92,44.53
ORD0000167,1,PROD00077,SELL00094,401.27,28.19
ORD0000168,1,PROD00229,SELL00031,798.36,21.58
ORD0000168,2,PROD00219,SELL00105,802.17,26.35
ORD0000168,3,PROD00160,SELL00130,556.59,55.02
ORD0000169,1,PROD00135,SELL00095,555.72,42.63
ORD0000169,2,PROD00257,SELL00035,532.72,51.66
ORD0000170,1,PROD00014,SELL00061,433.72,30.62
ORD0000171,1,PROD00076,SELL00122,384.81,24.51
ORD0000172,1,PROD00045,SELL00120,692.11,40.85
ORD0000173,1,PROD00016,SELL00011,518.07,20.28
ORD0000173,2,PROD00203,SELL00129,143.41,45.97
ORD0000174,1,PROD00170,SELL00108,335.16,23.81
ORD0000175,1,PROD00210,SELL00008,571.76,55.35
ORD0000176,1,PROD00133,SELL00146,665.71,8.86
ORD0000177,1,PROD00185,SELL00019,79.91,42.92
ORD0000177,2,PROD00204,SELL00020,87.12,10.6
ORD0000177,3,PROD00229,SELL00070,367.5,9.21
ORD0000178,1,PROD00047,SELL00104,464.8,41.79
ORD0000179,1,PROD00204,SELL00098,497.23,13.1
ORD0000180,1,PROD00188,SELL00095,24.83,40.3
ORD0000180,2,PROD00119,SELL00000,659.6,36.58
ORD0000181,1,PROD00008,SELL00123,615.46,39.27
ORD0000182,1,PROD00028,SELL00055,789.25,34.26
ORD0000182,2,PROD00157,SELL00062,199.66,37.49
ORD0000182,3,PROD00256,SELL00066,415.03,52.56
ORD0000183,1,PROD00134,SELL00004,837.62,46.05
ORD0000184,1,PROD00258,SELL00057,755.99,59.57
ORD0000184,2,PROD00208,SELL00127,436.27,10.25
ORD0000184,3,PROD00187,SELL00048,17.61,24.54
ORD0000185,1,PROD00214,SELL00136,735.0,24.21
ORD0000186,1,PROD00186,SELL00030,445.07,38.13
ORD0000186,2,PROD00029,SELL00133,280.09,53.74
ORD0000186,3,PROD00087,SELL00141,881.39,23.17
ORD0000186,4,PROD00056,SELL00088,684.43,14.78
ORD0000187,1,PROD00112,SELL00146,91.51,54.03
ORD0000187,2,PROD00100,SELL00016,738.92,52.64
ORD0000187,3,PROD00088,SELL00040,101.39,38.45
ORD0000187,4,PROD00123,SELL00013,757.87,45.45
ORD0000188,1,PROD00241,SELL00075,90.6,9.79
ORD0000189,1,PROD00170,SELL00091,332.47,51.69
ORD0000190,1,PROD00030,SELL00075,19.03,29.25
ORD0000191,1,PROD00208,SELL00140,279.64,47.24
ORD0000191,2,PROD00221,SELL00078,299.63,53.75
ORD0000192,1,PROD00050,SELL00068,313.61,8.03
ORD0000192,2,PROD00052,SELL00026,826.67,46.15
ORD0000193,1,PROD00008,SELL00134,576.34,13.8
ORD0000194,1,PROD00274,SELL00128,833.2,13.36
ORD0000194,2,PROD00182,SELL00102,161.64,48.02
ORD0000194,3,PROD00195,SELL00007,480.78,39.73
ORD0000195,1,PROD00001,SELL94774,133.75,48.98
ORD0000195,2,PROD00180,SELL00033,500.53,30.07
ORD0000196,1,PROD00237,SELL00068,507.28,38.86
ORD0000197,1,PROD00237,SELL00037,552.85,9.86
ORD0000198,1,PROD00169,SELL00131,797.18,49.16
ORD0000198,2,PROD00264,SELL00097,48.99,35.38
ORD0000198,3,PROD00093,SELL00107,706.93,51.6
ORD0000199,1,PROD00204,SELL00087,46.98,36.88
ORD0000200,1,PROD00299,SELL00111,358.91,42.83
ORD0000201,1,PROD00181,SELL00034,206.2,35.74
ORD0000202,1,PROD00195,SELL00060,75.82,26.41
ORD0000202,2,PROD00065,SELL00035,760.48,6.27
ORD0000202,3,PROD00099,SELL00002,830.57,31.51
ORD0000202,4,PROD00228,SELL00020,680.66,38.85
ORD0000203,1,PROD00131,SELL00133,532.21,59.47
ORD0000204,1,PROD00291,SELL00018,534.22,46.44
ORD0000205,1,PROD00185,SELL00112,123.95,18.17
ORD0000205,2,PROD00209,SELL00014,739.77,23.23
ORD0000205,3,PROD00201,SELL00142,237.6,33.08
ORD0000206,1,PROD00211,SELL00084,348.1,41.35
ORD0000206,2,PROD00273,SELL00040,477.63,14.06
ORD0000206,3,PROD92815,SELL00039,228.37,16.53
ORD0000207,1,PROD00274,SELL00108,441.51,27.52
ORD0000208,1,PROD00142,SELL00141,204.64,58.55
ORD0000209,1,PROD00243,SELL00020,215.54,39.99
ORD0000209,2,PROD00176,SELL00084,543.63,13.73
ORD0000210,1,PROD00234,SELL00022,870.5,8.54
ORD0000210,2,PROD00197,SELL00040,391.3,22.78
ORD0000211,1,PROD00252,SELL00085,209.28,38.72
ORD0000211,2,PROD00183,SELL00111,286.41,11.14
ORD0000212,1,PROD00004,SELL00012,513.39,16.36
ORD0000213,1,PROD00056,SELL00049,754.94,9.72
ORD0000213,2,PROD00079,SELL00071,138.58,33.84
ORD0000213,3,PROD00110,SELL00042,436.74,27.56
ORD0000214,1,PROD00223,SELL00012,859.78,49.25
ORD0000214,2,PROD00140,SELL94342,-8.07,21.5
ORD0000215,1,PROD00123,SELL00134,365.13,59.27
ORD0000216,1,PROD00139,SELL00004,316.99,37.22
ORD0000216,2,PROD00223,SELL00068,838.84,50.36
ORD0000216,3,PROD00253,SELL00085,676.85,26.73
ORD0000216,4,PROD00293,SELL00039,642.33,50.16
ORD0000217,1,PROD00078,SELL00093,666.6,14.39
ORD0000218,1,PROD00164,SELL00055,505.7,52.35
ORD0000218,2,PROD00163,SELL00022,823.53,26.25
ORD0000218,3,PROD00189,SELL00131,-21.94,46.16
ORD0000219,1,PROD00246,SELL00021,602.91,54.15
ORD0000219,2,PROD00258,SELL00123,343.33,8.77
ORD0000220,1,PROD00157,SELL00042,311.66,41.97
ORD0000220,2,PROD00277,SELL00062,470.34,40.43
ORD0000221,1,PROD00222,SELL00081,528.19,7.02
ORD0000222,1,PROD00134,SELL00053,578.3,21.83
ORD0000223,1,PROD00252,SELL00105,722.53,14.61
ORD0000224,1,PROD00027,SELL00061,275.53,11.19
ORD0000225,1,PROD00026,SELL00028,119.43,23.32
ORD0000225,2,PROD00117,SELL00067,223.85,8.95
ORD0000226,1,PROD00068,SELL00093,426.69,32.53
ORD0000227,1,PROD00249,SELL00100,485.13,53.15
ORD0000228,1,PROD00077,SELL00037,487.3,58.17
ORD0000229,1,PROD00298,SELL00088,442.43,37.88
ORD0000230,1,PROD00209,SELL00039,710.7,55.05
ORD0000231,1,PROD00099,SELL00061,199.83,45.48
ORD0000232,1,PROD00153,SELL00026,233.84,49.38
ORD0000232,2,PROD00049,SELL00126,605.7,31.9
ORD0000233,1,PROD00148,SELL00089,645.04,36.45
ORD0000233,2,PROD00110,SELL00072,341.75,47.16
ORD0000233,3,PROD00097,SELL00099,99.59,9.28
ORD0000234,1,PROD00020,SELL00112,677.14,56.71
ORD0000234,2,PROD00138,SELL00125,493.17,43.54
ORD0000235,1,PROD00050,SELL00039,107.66,48.9
ORD0000236,1,PROD00299,SELL00102,612.3,24.41
ORD0000236,2,PROD00122,SELL00091,635.78,37.69
ORD0000237,1,PROD00273,SELL00069,703.29,58.19
ORD0000238,1,PROD00099,SELL00019,252.07,7.59
ORD0000239,1,PROD00158,SELL00058,394.57,51.81
ORD0000239,2,PROD00290,SELL00016,856.02,19.74
ORD0000239,3,PROD00005,SELL00116,609.35,17.56
ORD0000240,1,PROD00287,SELL00099,743.58,33.25
ORD0000240,2,PROD00212,SELL00120,730.6,57.03
ORD0000241,1,PROD00259,SELL00133,357.3,56.64
ORD0000241,2,PROD00065,SELL00042,77.15,39.46
ORD0000242,1,PROD00042,SELL00149,445.32,40.31
ORD0000242,2,PROD00170,SELL00078,360.84,46.7
ORD0000242,3,PROD00139,SELL00095,632.96,14.95
ORD0000243,1,PROD00039,SELL00024,719.49,42.81
ORD0000244,1,PROD00043,SELL00115,176.85,58.15
ORD0000244,2,PROD00105,SELL00138,99.14,37.62
ORD0000245,1,PROD00154,SELL00137,702.85,20.37
ORD0000245,2,PROD00195,SELL00042,34.73,9.1
ORD0000245,3,PROD00124,SELL00015,810.37,11.12
ORD0000245,4,PROD00199,SELL91026,462.16,53.31
ORD0000246,1,PROD00023,SELL00002,892.23,41.38
ORD0000247,1,PROD00238,SELL00095,12.2,28.16
ORD0000248,1,PROD00094,SELL00127,140.98,20.51
ORD0000248,2,PROD00287,SELL00076,101.55,26.45
ORD0000248,3,PROD00082,SELL00076,592.26,48.77
ORD0000249,1,PROD00042,SELL00082,648.85,42.66
ORD0000250,1,PROD00128,SELL00145,39.44,36.05
ORD0000250,2,PROD00007,SELL00033,309.2,41.41
ORD0000251,1,PROD00027,SELL00017,666.18,25.56
ORD0000251,2,PROD00278,SELL00100,423.35,5.59
ORD0000251,3,PROD00170,SELL00017,542.44,40.07
ORD0000251,4,PROD00174,SELL00102,718.24,12.73
ORD0000252,1,PROD00012,SELL00130,415.29,48.6
ORD0000252,2,PROD00118,SELL00094,495.16,46.58
ORD0000253,1,PROD00042,SELL96932,409.18,53.7
ORD0000254,1,PROD00129,SELL00055,696.52,43.83
ORD0000255,1,PROD00155,SELL00022,143.88,34.87
ORD0000255,2,PROD00188,SELL00149,638.71,36.14
ORD0000255,3,PROD00232,SELL00126,82.39,31.73
ORD0000256,1,PROD00231,SELL00146,279.98,12.13
ORD0000257,1,PROD92527,SELL00064,491.27,17.75
ORD0000257,2,PROD00164,SELL00114,352.71,19.24
ORD0000258,1,PROD00234,SELL00111,773.26,5.52
ORD0000259,1,PROD00232,SELL00059,759.96,40.15
ORD0000260,1,PROD00090,SELL00107,675.99,44.74
ORD0000261,1,PROD00135,SELL00087,113.42,5.02
ORD0000261,2,PROD00022,SELL00112,655.47,16.95
ORD0000261,3,PROD00176,SELL00087,762.06,13.92
ORD0000262,1,PROD00184,SELL00076,724.34,27.75
ORD0000262,2,PROD00247,SELL00147,430.56,21.87
ORD0000263,1,PROD00214,SELL00038,465.35,48.46
ORD0000264,1,PROD00151,SELL00068,849.41,42.42
ORD0000265,1,PROD00132,SELL00097,480.2,24.19
ORD0000265,2,PROD00194,SELL00046,830.63,57.46
ORD0000266,1,PROD00067,SELL00140,433.86,39.36
ORD0000267,1,PROD00224,SELL00119,46.28,40.98
ORD0000267,2,PROD00208,SELL00057,452.23,37.41
ORD0000267,3,PROD00227,SELL00021,59.0,29.08
ORD0000268,1,PROD00214,SELL00008,372.01,58.18
ORD0000269,1,PROD00118,SELL00061,56.08,12.87
ORD0000270,1,PROD00194,SELL00102,734.71,53.93
ORD0000270,2,PROD00193,SELL00066,-19.4,42.4
ORD0000270,3,PROD00097,SELL00137,793.06,22.77
ORD0000270,4,PROD00069,SELL00062,439.23,50.91
ORD0000271,1,PROD00129,SELL00142,309.24,34.24
ORD0000272,1,PROD00296,SELL00133,707.04,19.08
ORD0000273,1,PROD00271,SELL00082,230.25,29.42
ORD0000273,2,PROD00067,SELL00007,436.81,52.28
ORD0000273,3,PROD00228,SELL00007,613.97,7.31
ORD0000273,4,PROD00086,SELL00019,826.08,6.88
ORD0000274,1,PROD00166,SELL00106,830.93,57.33
ORD0000274,2,PROD00276,SELL00144,476.69,31.62
ORD0000275,1,PROD00039,SELL00040,726.85,36.21
ORD0000276,1,PROD00242,SELL00147,359.05,21.52
ORD0000277,1,PROD00277,SELL00001,429.1,6.07
ORD0000278,1,PROD00159,SELL00020,143.46,6.17
ORD0000279,1,PROD00001,SELL00125,331.06,25.16
ORD0000279,2,PROD00271,SELL00035,596.01,43.29
ORD0000280,1,PROD00067,SELL00081,588.61,5.98
ORD0000280,2,PROD00292,SELL00070,161.92,7.79
ORD0000280,3,PROD00246,SELL00087,270.1,34.86
ORD0000281,1,PROD97102,SELL00126,136.07,18.08
ORD0000282,1,PROD00005,SELL00022,779.24,23.46
ORD0000283,1,PROD00248,SELL00136,314.49,43.7
